,id,name,geometry,County,County Code,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Suicide_Death_Rate,Calculated_Age_Adjusted_Rate,binned
508,17005,Bond,"POLYGON ((-89.248841 39.026731, -89.254318 38.74193, -89.59388800000001 38.74193, -89.59936500000001 38.74193, -89.637704 38.999346, -89.248841 39.026731))","Bond County, IL",17005,2013,20,17470,114.5,69.9,176.8,87.6,52.7,136.8,114.48196908986833,95.11431395793352,"(90.161, 143.859]"
509,17007,Boone,"POLYGON ((-88.942132 42.493634, -88.777824 42.493634, -88.70662400000001 42.493634, -88.70662400000001 42.154064, -88.942132 42.154064, -88.942132 42.493634))","Boone County, IL",17007,2013,44,53957,81.5,59.3,109.5,83.2,60.2,112.0,81.54641659098912,86.45436700770861,"(35.927, 90.161]"
510,17009,Brown,"POLYGON ((-90.913831 40.105688, -90.514014 39.985195, -90.58521399999999 39.875656, -90.57426 39.837318, -90.919308 39.842795, -90.913831 40.105688))","Brown County, IL",17009,2013,10,6860,Unreliable,69.9,268.1,,67.9,282.1,145.7725947521866,174.15661295959026,"(143.859, 197.556]"
511,17011,Bureau,"POLYGON ((-89.254318 41.584462, -89.166687 41.584462, -89.16121 41.310615, -89.467918 41.146307, -89.522688 41.146307, -89.637704 41.146307, -89.856781 41.233938, -89.862258 41.584462, -89.632227 41.584462, -89.254318 41.584462))","Bureau County, IL",17011,2013,52,34056,152.7,114.0,200.2,116.0,84.6,155.2,152.68968757340852,122.03146891981702,"(90.161, 143.859]"
512,17015,Carroll,"POLYGON ((-89.68699599999999 42.197879, -89.68699599999999 41.929509, -89.88964300000001 41.929509, -90.152536 41.929509, -90.152536 42.033571, -90.316844 42.192402, -89.917028 42.197879, -89.68699599999999 42.197879))","Carroll County, IL",17015,2013,28,14910,187.8,124.8,271.4,139.7,88.5,209.6,187.79342723004694,152.94746584158628,"(143.859, 197.556]"
513,17017,Cass,"POLYGON ((-90.355183 40.122119, -89.99370500000001 40.105688, -89.99370500000001 39.903041, -89.99370500000001 39.87018, -90.58521399999999 39.875656, -90.514014 39.985195, -90.355183 40.122119))","Cass County, IL",17017,2013,17,13324,Unreliable,74.3,204.3,,60.8,172.8,127.58931251876312,117.12317621221469,"(90.161, 143.859]"
514,17019,Champaign,"POLYGON ((-88.10963700000001 40.401443, -87.934375 40.401443, -87.939852 39.881133, -88.126068 39.881133, -88.460161 39.881133, -88.460161 40.28095, -88.460161 40.401443, -88.10963700000001 40.401443))","Champaign County, IL",17019,2013,187,204897,91.3,78.2,104.3,95.5,81.4,109.5,91.26536747731788,95.77292464141813,"(90.161, 143.859]"
515,17021,Christian,"POLYGON ((-89.254318 39.820887, -89.215979 39.81541, -89.024286 39.656579, -89.139302 39.34987, -89.533642 39.525132, -89.254318 39.820887))","Christian County, IL",17021,2013,44,34298,128.3,93.2,172.2,93.9,67.1,127.9,128.28736369467606,98.72779946683868,"(90.161, 143.859]"
516,17023,Clark,"POLYGON ((-87.76459 39.486794, -87.529082 39.47584, -87.60575900000001 39.256762, -87.644097 39.158177, -87.78649799999999 39.180085, -87.950806 39.174608, -88.00557499999999 39.174608, -88.01105200000001 39.377255, -87.96176 39.481317, -87.76459 39.486794))","Clark County, IL",17023,2013,21,16182,129.8,80.3,198.4,126.3,76.1,197.3,129.77382276603632,138.19361468173122,"(90.161, 143.859]"
517,17025,Clay,"POLYGON ((-88.613516 38.917192, -88.361576 38.911715, -88.257515 38.845992, -88.252038 38.599529, -88.58613099999999 38.605006, -88.70114700000001 38.605006, -88.69567000000001 38.824084, -88.69567000000001 38.917192, -88.613516 38.917192))","Clay County, IL",17025,2013,18,13566,Unreliable,78.6,209.7,,60.7,172.6,132.68465280849182,118.05935883364604,"(90.161, 143.859]"
518,17027,Clinton,"POLYGON ((-89.59388800000001 38.74193, -89.254318 38.74193, -89.139302 38.736453, -89.144779 38.500944, -89.320041 38.511898, -89.703427 38.41879, -89.708904 38.654299, -89.59936500000001 38.74193, -89.59388800000001 38.74193))","Clinton County, IL",17027,2013,45,37907,118.7,86.6,158.8,96.6,70.2,129.7,118.7115836125254,100.37304807551969,"(90.161, 143.859]"
519,17029,Coles,"POLYGON ((-88.065822 39.651102, -87.967237 39.683964, -87.96176 39.481317, -88.01105200000001 39.377255, -88.142499 39.377255, -88.471115 39.371778, -88.471115 39.448455, -88.471115 39.651102, -88.065822 39.651102))","Coles County, IL",17029,2013,62,53697,115.5,88.5,148.0,112.0,84.6,145.4,115.46268879080769,116.42056418389464,"(90.161, 143.859]"
520,17031,Cook,"POLYGON ((-88.120591 42.154064, -87.759113 42.154064, -87.523605 41.710431, -87.523605 41.469446, -88.027483 41.683047, -87.928898 41.995232, -88.262992 41.984279, -88.235607 42.154064, -88.19726799999999 42.154064, -88.120591 42.154064))","Cook County, IL",17031,2013,5037,5240700,96.1,93.5,98.8,90.4,87.9,92.9,96.1131146602553,90.40336702787786,"(90.161, 143.859]"
521,17033,Crawford,"POLYGON ((-87.78649799999999 39.180085, -87.644097 39.158177, -87.534558 38.900761, -87.534558 38.851469, -87.90698999999999 38.851469, -87.945329 38.851469, -87.950806 39.174608, -87.78649799999999 39.180085))","Crawford County, IL",17033,2013,32,19505,164.1,112.2,231.6,133.4,90.0,190.4,164.06049730838245,141.4054954740836,"(90.161, 143.859]"
522,17035,Cumberland,"POLYGON ((-88.142499 39.377255, -88.01105200000001 39.377255, -88.00557499999999 39.174608, -88.361576 39.169131, -88.471115 39.212947, -88.471115 39.371778, -88.142499 39.377255))","Cumberland County, IL",17035,2013,11,10939,Unreliable,50.2,179.9,,31.3,112.4,100.55763780967182,70.6490685328487,"(35.927, 90.161]"
523,17037,DeKalb,"POLYGON ((-88.58613099999999 42.154064, -88.60256200000001 41.721385, -88.60256200000001 41.633754, -88.618993 41.633754, -88.936655 41.628277, -88.942132 41.891171, -88.942132 42.154064, -88.70662400000001 42.154064, -88.58613099999999 42.154064))","DeKalb County, IL",17037,2013,81,104741,77.3,61.4,96.1,80.6,63.7,100.6,77.3336133892172,82.6094890510949,"(35.927, 90.161]"
524,17039,De Witt,"POLYGON ((-88.920224 40.28095, -88.575177 40.28095, -88.744962 40.056395, -88.805209 40.056395, -89.144779 40.050919, -89.150256 40.28095, -88.920224 40.28095))","De Witt County, IL",17039,2013,15,16420,Unreliable,51.1,150.7,,43.3,138.9,91.35200974421437,92.22679971098975,"(90.161, 143.859]"
525,17041,Douglas,"POLYGON ((-88.126068 39.881133, -87.939852 39.881133, -87.967237 39.683964, -88.065822 39.651102, -88.471115 39.651102, -88.471115 39.793502, -88.460161 39.881133, -88.126068 39.881133))","Douglas County, IL",17041,2013,18,19887,Unreliable,53.6,143.0,,40.5,111.4,90.51138934982652,76.1982188532339,"(35.927, 90.161]"
526,17043,DuPage,"POLYGON ((-87.928898 41.995232, -88.027483 41.683047, -88.03296 41.726862, -88.262992 41.726862, -88.262992 41.726862, -88.262992 41.984279, -87.928898 41.995232))","DuPage County, IL",17043,2013,877,932126,94.1,87.9,100.3,88.7,82.7,94.7,94.08599266622753,88.82140027188773,"(35.927, 90.161]"
527,17045,Edgar,"POLYGON ((-87.534558 39.881133, -87.534558 39.607286, -87.529082 39.47584, -87.76459 39.486794, -87.96176 39.481317, -87.967237 39.683964, -87.939852 39.881133, -87.534558 39.881133))","Edgar County, IL",17045,2013,20,17960,111.4,68.0,172.0,99.8,59.1,157.7,111.35857461024499,109.64566747928444,"(90.161, 143.859]"
528,17049,Effingham,"POLYGON ((-88.580654 39.212947, -88.471115 39.212947, -88.361576 39.169131, -88.361576 38.911715, -88.613516 38.917192, -88.69567000000001 38.917192, -88.805209 39.218424, -88.580654 39.212947))","Effingham County, IL",17049,2013,44,34307,128.3,93.2,172.2,98.6,70.7,133.7,128.25370915556593,103.20490061545215,"(90.161, 143.859]"
529,17051,Fayette,"POLYGON ((-89.139302 39.218424, -88.805209 39.218424, -88.69567000000001 38.917192, -88.69567000000001 38.824084, -88.777824 38.824084, -89.139302 38.736453, -89.254318 38.74193, -89.248841 39.026731, -89.139302 39.218424))","Fayette County, IL",17051,2013,28,22060,126.9,84.3,183.4,112.0,73.8,163.0,126.9265639165911,118.94292429474508,"(90.161, 143.859]"
530,17053,Ford,"POLYGON ((-88.131545 40.998429, -87.934375 40.483597, -87.934375 40.401443, -88.10963700000001 40.401443, -88.460161 40.401443, -88.460161 40.615043, -88.246561 40.992952, -88.131545 40.998429, -88.131545 40.998429))","Ford County, IL",17053,2013,34,13832,245.8,170.2,343.5,160.3,106.5,231.7,245.80682475419317,173.41033191714791,"(143.859, 197.556]"
531,17055,Franklin,"POLYGON ((-88.816163 38.128512, -88.70662400000001 38.123036, -88.70662400000001 37.909435, -88.70662400000001 37.865619, -88.728531 37.865619, -89.150256 37.860142, -89.17764099999999 37.947773, -89.128348 38.123036, -88.816163 38.128512))","Franklin County, IL",17055,2013,52,39202,132.6,99.1,173.9,115.3,85.0,152.9,132.64629355645118,120.22301287268057,"(90.161, 143.859]"
532,17057,Fulton,"POLYGON ((-90.442814 40.713628, -89.98822800000001 40.713628, -89.873212 40.510982, -89.922504 40.434304, -90.20182800000001 40.182365, -90.448291 40.275473, -90.442814 40.625997, -90.442814 40.713628))","Fulton County, IL",17057,2013,68,36346,187.1,145.3,237.2,128.7,98.9,164.7,187.0907390084191,133.07102504997354,"(90.161, 143.859]"
533,17061,Greene,"POLYGON ((-90.57973699999999 39.519655, -90.30041300000001 39.519655, -90.152536 39.519655, -90.147059 39.262239, -90.601645 39.119839, -90.612599 39.393686, -90.57973699999999 39.519655))","Greene County, IL",17061,2013,19,13629,Unreliable,83.9,217.7,,70.5,193.9,139.4086139848852,133.75597753727493,"(90.161, 143.859]"
534,17063,Grundy,"POLYGON ((-88.279422 41.463969, -88.252038 41.463969, -88.246561 41.201076, -88.252038 41.113445, -88.41086900000001 41.107968, -88.58613099999999 41.107968, -88.59708500000001 41.458492, -88.279422 41.463969))","Grundy County, IL",17063,2013,42,50228,83.6,60.3,113.0,86.7,62.2,117.6,83.618698733774,90.29244391745414,"(90.161, 143.859]"
535,17065,Hamilton,"POLYGON ((-88.59160799999999 38.254482, -88.37253 38.254482, -88.37253 37.909435, -88.37253 37.909435, -88.4273 37.909435, -88.70662400000001 37.909435, -88.70662400000001 38.123036, -88.70114700000001 38.254482, -88.59160799999999 38.254482))","Hamilton County, IL",17065,2013,13,8368,Unreliable,82.7,265.7,,78.3,264.6,155.35372848948376,171.4167780096925,"(143.859, 197.556]"
536,17067,Hancock,"POLYGON ((-91.18767800000001 40.636951, -90.902877 40.636951, -90.908354 40.286427, -90.913831 40.193319, -91.204109 40.198796, -91.50534 40.198796, -91.499863 40.248088, -91.417709 40.379535, -91.18767800000001 40.636951))","Hancock County, IL",17067,2013,22,18618,118.2,74.1,178.9,91.0,54.0,143.9,118.16521645719197,101.49001990463701,"(90.161, 143.859]"
537,17069,Hardin,"POLYGON ((-88.378007 37.597249, -88.131545 37.575342, -88.060345 37.504141, -88.3561 37.405556, -88.361576 37.405556, -88.416346 37.421987, -88.41086900000001 37.597249, -88.378007 37.597249))","Hardin County, IL",17069,2013,10,4181,Unreliable,114.7,439.9,,105.2,436.7,239.1772303276728,269.6001165524745,"(251.253, 304.95]"
538,17073,Henry,"POLYGON ((-90.17992099999999 41.584462, -89.862258 41.584462, -89.856781 41.233938, -89.98275099999999 41.151784, -90.20730500000001 41.151784, -90.437337 41.151784, -90.43186 41.327046, -90.18539800000001 41.584462, -90.17992099999999 41.584462))","Henry County, IL",17073,2013,64,49860,128.4,98.9,163.9,100.8,76.7,130.0,128.35940633774567,104.41767068273093,"(90.161, 143.859]"
539,17075,Iroquois,"POLYGON ((-87.523605 41.009383, -87.523605 40.735536, -87.529082 40.489074, -87.841267 40.489074, -87.934375 40.483597, -88.131545 40.998429, -88.131545 40.998429, -87.523605 41.009383))","Iroquois County, IL",17075,2013,50,28982,172.5,128.0,227.4,129.0,93.4,173.8,172.52087502587813,136.08042939147913,"(90.161, 143.859]"
540,17077,Jackson,"POLYGON ((-89.566503 37.95325, -89.17764099999999 37.947773, -89.150256 37.860142, -89.155733 37.602726, -89.522688 37.569865, -89.676042 37.805373, -89.59388800000001 37.95325, -89.566503 37.95325))","Jackson County, IL",17077,2013,57,59814,95.3,72.2,123.5,98.1,73.5,128.4,95.29541578894573,101.93644779906887,"(90.161, 143.859]"
541,17081,Jefferson,"POLYGON ((-88.91474700000001 38.479037, -88.70114700000001 38.47356, -88.70114700000001 38.254482, -88.70662400000001 38.123036, -88.816163 38.128512, -89.128348 38.123036, -89.144779 38.210667, -89.144779 38.47356, -88.91474700000001 38.479037))","Jefferson County, IL",17081,2013,34,38644,88.0,60.9,122.9,74.7,51.1,105.4,87.98261049580789,78.88411300849113,"(35.927, 90.161]"
542,17083,Jersey,"POLYGON ((-90.147059 39.262239, -90.147059 38.999346, -90.240167 38.999346, -90.27850599999999 38.922669, -90.448291 38.966484, -90.601645 39.119839, -90.147059 39.262239))","Jersey County, IL",17083,2013,27,22641,119.3,78.6,173.5,102.8,66.5,151.7,119.25268318537167,110.15085704762815,"(90.161, 143.859]"
543,17085,Jo Daviess,"POLYGON ((-90.639984 42.510065, -90.426383 42.504588, -89.927981 42.504588, -89.917028 42.197879, -90.316844 42.192402, -90.475675 42.384095, -90.639984 42.510065))","Jo Daviess County, IL",17085,2013,26,22407,116.0,75.8,170.0,69.7,44.7,103.7,116.03516758155934,74.9067660942685,"(35.927, 90.161]"
544,17087,Johnson,"POLYGON ((-88.876409 37.597249, -88.70662400000001 37.597249, -88.712101 37.334356, -88.931178 37.301494, -89.046194 37.328879, -89.040717 37.597249, -88.876409 37.597249))","Johnson County, IL",17087,2013,13,12677,Unreliable,54.6,175.4,,51.9,166.5,102.54792143251558,107.86429908773167,"(90.161, 143.859]"
545,17089,Kane,"POLYGON ((-88.454684 42.154064, -88.235607 42.154064, -88.262992 41.984279, -88.262992 41.726862, -88.60256200000001 41.721385, -88.58613099999999 42.154064, -88.454684 42.154064))","Kane County, IL",17089,2013,427,523643,81.5,73.8,89.3,91.4,82.6,100.2,81.54410543060825,91.51929861211161,"(90.161, 143.859]"
546,17091,Kankakee,"POLYGON ((-87.78649799999999 41.294184, -87.529082 41.299661, -87.529082 41.168214, -87.523605 41.009383, -88.131545 40.998429, -88.246561 40.992952, -88.252038 41.113445, -88.246561 41.201076, -87.78649799999999 41.294184))","Kankakee County, IL",17091,2013,137,112120,122.2,101.7,142.7,109.6,90.8,128.4,122.1905101676775,109.98291059121058,"(90.161, 143.859]"
547,17093,Kendall,"POLYGON ((-88.262992 41.726862, -88.262992 41.726862, -88.252038 41.463969, -88.279422 41.463969, -88.59708500000001 41.458492, -88.60256200000001 41.633754, -88.60256200000001 41.721385, -88.262992 41.726862))","Kendall County, IL",17093,2013,84,119348,70.4,56.1,87.1,97.8,77.2,122.3,70.38241110031169,100.75350668959274,"(90.161, 143.859]"
548,17095,Knox,"POLYGON ((-90.20730500000001 41.151784, -89.98275099999999 41.151784, -89.98822800000001 40.976521, -89.98822800000001 40.713628, -90.442814 40.713628, -90.437337 41.064153, -90.437337 41.151784, -90.20730500000001 41.151784))","Knox County, IL",17095,2013,71,52078,136.3,106.5,172.0,111.5,85.5,143.0,136.33396059756518,116.01406140667632,"(90.161, 143.859]"
549,17097,Lake,"POLYGON ((-88.20274499999999 42.493634, -87.80292900000001 42.493634, -87.759113 42.154064, -88.120591 42.154064, -88.19726799999999 42.154064, -88.20274499999999 42.493634))","Lake County, IL",17097,2013,584,703019,83.1,76.3,89.8,84.8,77.8,91.7,83.07030108716835,84.82059375878691,"(35.927, 90.161]"
550,17099,La Salle,"POLYGON ((-88.618993 41.633754, -88.60256200000001 41.633754, -88.59708500000001 41.458492, -88.58613099999999 41.107968, -88.931178 40.927229, -89.046194 40.927229, -89.16121 41.102491, -89.16121 41.310615, -89.166687 41.584462, -88.936655 41.628277, -88.618993 41.633754))","LaSalle County, IL",17099,2013,143,112183,127.5,106.6,148.4,100.1,82.8,117.3,127.47029407307704,100.78155676606688,"(90.161, 143.859]"
551,17101,Lawrence,"POLYGON ((-87.534558 38.851469, -87.649574 38.566668, -87.91246700000001 38.572145, -87.90698999999999 38.851469, -87.534558 38.851469))","Lawrence County, IL",17101,2013,16,16558,Unreliable,55.2,156.9,,43.6,128.4,96.63002778113298,86.1744966442953,"(35.927, 90.161]"
552,17103,Lee,"POLYGON ((-89.544596 41.902124, -88.942132 41.891171, -88.936655 41.628277, -89.166687 41.584462, -89.254318 41.584462, -89.632227 41.584462, -89.632227 41.902124, -89.544596 41.902124))","Lee County, IL",17103,2013,33,34858,94.7,65.2,133.0,80.6,54.8,114.5,94.66980320156061,85.37180540989684,"(35.927, 90.161]"
553,17105,Livingston,"POLYGON ((-88.41086900000001 41.107968, -88.252038 41.113445, -88.246561 40.992952, -88.460161 40.615043, -88.712101 40.757444, -88.931178 40.751967, -88.931178 40.927229, -88.58613099999999 41.107968, -88.41086900000001 41.107968))","Livingston County, IL",17105,2013,43,38186,112.6,81.5,151.7,88.5,63.2,120.5,112.60671450269732,92.77100620378651,"(90.161, 143.859]"
554,17107,Logan,"POLYGON ((-89.265272 40.324766, -89.150256 40.28095, -89.144779 40.050919, -89.215979 39.919472, -89.48982599999999 39.974241, -89.577457 39.974241, -89.59936500000001 40.122119, -89.604842 40.319289, -89.265272 40.324766))","Logan County, IL",17107,2013,39,29964,130.2,92.6,177.9,95.6,66.6,133.0,130.1561874249099,101.22912082965965,"(90.161, 143.859]"
555,17109,McDonough,"POLYGON ((-90.8974 40.636951, -90.78786100000001 40.636951, -90.442814 40.625997, -90.448291 40.275473, -90.908354 40.286427, -90.902877 40.636951, -90.8974 40.636951))","McDonough County, IL",17109,2013,34,32464,104.7,72.5,146.4,84.6,57.5,120.1,104.7313947757516,89.88597696698086,"(35.927, 90.161]"
556,17111,McHenry,"POLYGON ((-88.219176 42.493634, -88.20274499999999 42.493634, -88.19726799999999 42.154064, -88.235607 42.154064, -88.454684 42.154064, -88.58613099999999 42.154064, -88.70662400000001 42.154064, -88.70662400000001 42.493634, -88.30680700000001 42.493634, -88.219176 42.493634))","McHenry County, IL",17111,2013,252,307409,82.0,71.9,92.1,90.8,79.3,102.2,81.97547892221763,90.96829114093329,"(90.161, 143.859]"
557,17113,McLean,"POLYGON ((-88.712101 40.757444, -88.460161 40.615043, -88.460161 40.401443, -88.460161 40.28095, -88.575177 40.28095, -88.920224 40.28095, -89.150256 40.28095, -89.265272 40.324766, -89.270749 40.593136, -88.931178 40.751967, -88.712101 40.757444))","McLean County, IL",17113,2013,132,174647,75.6,62.7,88.5,79.2,65.4,93.0,75.58102916168042,79.44670221833368,"(35.927, 90.161]"
558,17115,Macon,"POLYGON ((-88.805209 40.056395, -88.744962 40.056395, -88.744962 39.793502, -88.761393 39.793502, -88.810686 39.651102, -89.024286 39.656579, -89.215979 39.81541, -89.215979 39.919472, -89.144779 40.050919, -88.805209 40.056395))","Macon County, IL",17115,2013,113,109278,103.4,84.3,122.5,82.4,66.5,98.4,103.40599205695565,83.08135295105778,"(35.927, 90.161]"
559,17117,Macoupin,"POLYGON ((-89.758196 39.525132, -89.703427 39.525132, -89.69795000000001 38.999346, -90.147059 38.999346, -90.147059 39.262239, -90.152536 39.519655, -89.927981 39.519655, -89.758196 39.525132))","Macoupin County, IL",17117,2013,88,46880,187.7,150.6,231.3,140.7,111.6,175.1,187.71331058020476,144.83802146646414,"(143.859, 197.556]"
560,17119,Madison,"POLYGON ((-90.240167 38.999346, -90.147059 38.999346, -89.69795000000001 38.999346, -89.637704 38.999346, -89.59936500000001 38.74193, -89.708904 38.654299, -90.17992099999999 38.659776, -90.16896699999999 38.774791, -90.119674 38.807653, -90.27850599999999 38.922669, -90.240167 38.999346))","Madison County, IL",17119,2013,347,267225,129.9,116.2,143.5,109.7,97.9,121.5,129.85312002993732,109.93303185506068,"(90.161, 143.859]"
561,17121,Marion,"POLYGON ((-88.777824 38.824084, -88.69567000000001 38.824084, -88.70114700000001 38.605006, -88.70114700000001 38.47356, -88.91474700000001 38.479037, -89.144779 38.47356, -89.144779 38.500944, -89.139302 38.736453, -88.777824 38.824084))","Marion County, IL",17121,2013,44,38622,113.9,82.8,152.9,91.3,64.6,125.3,113.92470612604215,96.720823089874,"(90.161, 143.859]"
562,17123,Marshall,"POLYGON ((-89.522688 41.146307, -89.467918 41.146307, -89.16121 41.102491, -89.046194 40.927229, -89.11191700000001 40.927229, -89.473395 40.921752, -89.637704 40.976521, -89.637704 41.146307, -89.522688 41.146307))","Marshall County, IL",17123,2013,17,12153,Unreliable,81.5,224.0,,57.6,169.6,139.88315642228258,114.95422850458107,"(90.161, 143.859]"
563,17125,Mason,"POLYGON ((-89.89512000000001 40.434304, -89.604842 40.319289, -89.59936500000001 40.122119, -89.670565 40.160457, -89.99370500000001 40.105688, -90.355183 40.122119, -90.20182800000001 40.182365, -89.922504 40.434304, -89.89512000000001 40.434304))","Mason County, IL",17125,2013,34,14248,238.6,165.3,333.5,164.4,111.7,233.4,238.6299831555306,174.6826563205107,"(143.859, 197.556]"
564,17127,Massac,"POLYGON ((-88.931178 37.301494, -88.712101 37.334356, -88.48754599999999 37.065986, -88.564223 37.082417, -88.925701 37.224817, -88.931178 37.301494))","Massac County, IL",17127,2013,26,15073,172.5,112.7,252.7,132.6,83.1,200.8,172.49386319909772,145.04608130886322,"(143.859, 197.556]"
565,17129,Menard,"POLYGON ((-89.670565 40.160457, -89.59936500000001 40.122119, -89.577457 39.974241, -89.99370500000001 39.903041, -89.99370500000001 40.105688, -89.670565 40.160457))","Menard County, IL",17129,2013,14,12607,Unreliable,60.7,186.3,,41.1,126.1,111.04941699056081,82.75190255497911,"(35.927, 90.161]"
566,17131,Mercer,"POLYGON ((-91.050754 41.332523, -90.43186 41.327046, -90.437337 41.151784, -90.437337 41.064153, -90.667368 41.069629, -90.78786100000001 41.069629, -90.946692 41.069629, -90.946692 41.075106, -91.07266199999999 41.332523, -91.050754 41.332523))","Mercer County, IL",17131,2013,18,16178,Unreliable,65.9,175.8,,63.1,179.4,111.26220793670417,122.71059660924739,"(90.161, 143.859]"
567,17133,Monroe,"POLYGON ((-90.20730500000001 38.47356, -89.900597 38.22162, -90.03752 38.22162, -90.20730500000001 38.090174, -90.251121 38.128512, -90.344229 38.385929, -90.262075 38.522852, -90.20730500000001 38.47356))","Monroe County, IL",17133,2013,58,33493,173.2,131.5,223.9,134.1,101.0,174.6,173.17051324157285,138.8623111244733,"(90.161, 143.859]"
568,17135,Montgomery,"POLYGON ((-89.58841099999999 39.525132, -89.533642 39.525132, -89.139302 39.34987, -89.139302 39.218424, -89.248841 39.026731, -89.637704 38.999346, -89.69795000000001 38.999346, -89.703427 39.525132, -89.58841099999999 39.525132))","Montgomery County, IL",17135,2013,45,29654,151.8,110.7,203.1,110.2,79.1,149.5,151.75018547244892,115.69599604695603,"(90.161, 143.859]"
569,17137,Morgan,"POLYGON ((-90.58521399999999 39.875656, -89.99370500000001 39.87018, -89.927981 39.519655, -90.152536 39.519655, -90.30041300000001 39.519655, -90.37161399999999 39.667533, -90.601645 39.788025, -90.57426 39.837318, -90.58521399999999 39.875656))","Morgan County, IL",17137,2013,35,35067,99.8,69.5,138.8,83.2,56.6,118.1,99.80893717740325,88.71025200675365,"(35.927, 90.161]"
570,17139,Moultrie,"POLYGON ((-88.761393 39.793502, -88.744962 39.793502, -88.471115 39.793502, -88.471115 39.651102, -88.471115 39.448455, -88.810686 39.651102, -88.761393 39.793502))","Moultrie County, IL",17139,2013,31,14876,208.4,141.6,295.8,154.4,100.8,226.2,208.3893519763377,167.30442640989838,"(143.859, 197.556]"
571,17141,Ogle,"POLYGON ((-89.281702 42.203356, -88.942132 42.154064, -88.942132 41.891171, -89.544596 41.902124, -89.632227 41.902124, -89.68699599999999 41.929509, -89.68699599999999 42.197879, -89.39671800000001 42.203356, -89.281702 42.203356))","Ogle County, IL",17141,2013,76,52385,145.1,114.3,181.6,119.8,93.6,151.1,145.07969838694282,123.36431862338326,"(90.161, 143.859]"
572,17143,Peoria,"POLYGON ((-89.96632 40.976521, -89.637704 40.976521, -89.473395 40.921752, -89.555549 40.74649, -89.873212 40.510982, -89.98822800000001 40.713628, -89.98822800000001 40.976521, -89.96632 40.976521))","Peoria County, IL",17143,2013,241,188429,127.9,111.8,144.0,111.9,97.4,126.3,127.89963328362407,112.1415965122476,"(90.161, 143.859]"
573,17145,Perry,"POLYGON ((-89.59388800000001 38.22162, -89.144779 38.210667, -89.128348 38.123036, -89.17764099999999 37.947773, -89.566503 37.95325, -89.59388800000001 37.95325, -89.59388800000001 38.22162))","Perry County, IL",17145,2013,20,21887,91.4,55.8,141.1,76.1,45.1,120.3,91.37844382510166,83.64219275686696,"(35.927, 90.161]"
574,17147,Piatt,"POLYGON ((-88.575177 40.28095, -88.460161 40.28095, -88.460161 39.881133, -88.471115 39.793502, -88.744962 39.793502, -88.744962 40.056395, -88.575177 40.28095))","Piatt County, IL",17147,2013,30,16433,182.6,123.2,260.6,141.0,93.7,203.8,182.559483965192,150.09072414584853,"(143.859, 197.556]"
575,17149,Pike,"POLYGON ((-90.919308 39.842795, -90.57426 39.837318, -90.601645 39.788025, -90.57973699999999 39.519655, -90.612599 39.393686, -90.935738 39.399163, -91.17672399999999 39.596333, -91.30817 39.683964, -91.36293999999999 39.760641, -90.919308 39.842795))","Pike County, IL",17149,2013,38,16150,235.3,166.5,323.0,151.0,104.0,212.1,235.2941176470588,160.93126341812697,"(143.859, 197.556]"
576,17157,Randolph,"POLYGON ((-90.03752 38.22162, -89.900597 38.22162, -89.703427 38.22162, -89.59388800000001 38.22162, -89.59388800000001 37.95325, -89.676042 37.805373, -89.938935 37.876573, -90.20730500000001 38.090174, -90.03752 38.22162))","Randolph County, IL",17157,2013,57,32890,173.3,131.3,224.5,150.2,112.2,197.0,173.30495591365158,156.39782100012903,"(143.859, 197.556]"
577,17159,Richland,"POLYGON ((-87.90698999999999 38.851469, -87.91246700000001 38.572145, -87.956283 38.572145, -88.00557499999999 38.572145, -88.147976 38.566668, -88.252038 38.599529, -88.257515 38.845992, -87.945329 38.851469, -87.90698999999999 38.851469))","Richland County, IL",17159,2013,18,16182,Unreliable,65.9,175.8,,41.2,117.0,111.23470522803115,80.02864996255265,"(35.927, 90.161]"
578,17161,Rock Island,"POLYGON ((-90.240167 41.781632, -90.18539800000001 41.584462, -90.43186 41.327046, -91.050754 41.332523, -91.07266199999999 41.332523, -91.07266199999999 41.332523, -90.78786100000001 41.453015, -90.316844 41.726862, -90.240167 41.781632))","Rock Island County, IL",17161,2013,197,147258,133.8,115.1,152.5,103.3,88.2,118.3,133.7788099797634,103.80432606420669,"(90.161, 143.859]"
579,17163,St. Clair,"POLYGON ((-90.17992099999999 38.659776, -89.708904 38.654299, -89.703427 38.41879, -89.703427 38.22162, -89.900597 38.22162, -90.20730500000001 38.47356, -90.262075 38.522852, -90.256598 38.533806, -90.17992099999999 38.659776))","St. Clair County, IL",17163,2013,355,266955,133.0,119.1,146.8,126.2,112.9,139.5,132.98121406229515,126.35572000734433,"(90.161, 143.859]"
580,17165,Saline,"POLYGON ((-88.4273 37.909435, -88.37253 37.909435, -88.378007 37.597249, -88.41086900000001 37.597249, -88.70662400000001 37.597249, -88.70662400000001 37.865619, -88.70662400000001 37.909435, -88.4273 37.909435))","Saline County, IL",17165,2013,46,24939,184.5,135.0,246.0,151.3,109.0,204.5,184.45005814186615,158.65181069878673,"(143.859, 197.556]"
